,cluster_id,ra,dec,redshift,group,Ngal,type
8305,515592,150.492087,2.083137,1.116,6356,3,central
8312,515710,150.042899,2.082634,0.553,1346,2,central
8317,515870,150.433973,2.082863,0.8849,3973,3,central
8332,516311,149.46964,2.083782,1.1865,7049,2,central
8336,516382,150.462757,2.083874,0.873,3735,9,central
8353,516939,150.050011,2.08536,0.894,4064,2,central
8358,517043,149.495394,2.085976,0.9295,4555,6,central
8366,517132,150.659947,2.0835,0.3792,485,9,central
8369,517163,149.815992,2.08668,0.662,2038,3,central
8372,517293,149.486892,2.086007,0.8484,3657,2,central
8374,517385,150.54197,2.085523,0.8451,3589,2,central
8380,517489,149.947156,2.087523,1.1051,6248,3,central
8384,517602,149.570297,2.085725,0.7073,2434,3,central
8386,517655,149.42501,2.087097,1.129,6511,3,central
8401,518079,150.638314,2.0863,0.9599,4982,16,central
8406,518242,149.768041,2.088514,1.1817,7048,2,central
8417,518522,149.972287,2.08589,1.0275,5689,2,central
8420,518738,150.054158,2.087267,0.9262,4407,2,central
8423,518784,149.438589,2.088528,0.9084,4243,2,central
8430,519023,150.242888,2.090227,1.1466,6703,2,central
8435,519066,149.727059,2.091875,0.9683,4896,5,central
8436,519098,149.720633,2.088104,0.9386,4712,2,central
8445,519212,150.475418,2.088857,0.8503,3528,4,central
8459,519677,149.93693,2.090984,0.8653,3856,2,central
8460,519709,149.578486,2.091255,1.072,5958,2,central
8475,520355,149.737236,2.091823,0.9296,4409,3,central
8480,520562,149.937213,2.090393,0.9321,4472,2,central
8481,520583,150.496377,2.092892,1.1727,6980,3,central
8499,521028,149.831812,2.091264,1.133,6577,2,central
8515,521471,150.628964,2.09048,1.144,6576,3,central
8522,521649,150.671718,2.092988,0.34,350,12,central
8528,521728,150.498367,2.091257,0.5129,1159,2,central
8529,521755,150.665841,2.091986,0.3066,279,2,central
8531,521774,150.652322,2.09332,0.6044,1676,2,central
8533,521798,149.742728,2.092868,1.0223,5669,3,central
8543,522005,150.670777,2.091424,0.4081,716,4,central
8552,522090,150.380454,2.09404,0.9285,4556,2,central
8553,522091,150.283163,2.09259,0.9213,4292,31,central
8581,522932,149.559803,2.093531,1.0008,5318,3,central
8583,523051,150.366254,2.096563,0.8151,3174,2,central
8588,523224,150.154202,2.095544,0.7505,2614,4,central
8599,523522,149.814611,2.09558,0.8527,3738,2,central
8602,523642,150.615235,2.09609,0.9473,4558,4,central
8615,524133,150.508345,2.095992,0.8526,3656,3,central
8623,524291,150.590817,2.097214,1.1995,7050,6,central
8643,524841,150.496841,2.098322,0.9287,4557,4,central
8656,525079,150.084795,2.097828,0.7256,2547,3,central
8657,525096,150.492422,2.106391,0.8977,4125,3,central
8659,525107,150.312633,2.096262,0.4203,751,3,central
8682,525804,149.457545,2.097301,1.0847,6033,3,central
8684,525876,150.652072,2.097878,0.4246,752,4,central
8688,525940,150.453894,2.098202,1.1125,6308,2,central
8689,525946,150.678539,2.09712,0.8403,3526,2,central
8690,525947,150.632914,2.100737,1.1149,6249,5,central
8691,525951,150.740682,2.100458,0.9634,4898,3,central
8692,526013,150.33415,2.100663,1.0502,5771,2,central
8705,526446,149.936206,2.099958,0.9474,4774,3,central
8708,526547,149.74831,2.100338,0.4776,975,2,central
8712,526798,149.942028,2.098586,0.68,1907,43,central
8713,526838,149.850088,2.100843,0.3573,486,2,central
8715,526875,150.325175,2.100858,0.7157,2507,2,central
8734,527323,149.526702,2.100677,0.5923,1501,5,central
8760,528038,150.576872,2.101814,1.1165,6307,2,central
8772,528252,150.186158,2.103507,0.8076,3047,3,central
8776,528363,150.439333,2.103483,0.9217,4355,3,central
8777,528406,150.567861,2.104183,0.9513,4775,2,central
8780,528445,149.632308,2.100751,0.3736,585,2,central
8784,528527,149.714752,2.104826,0.9121,4294,3,central
8789,528603,150.10895,2.101339,1.1234,6459,2,central
8801,528986,150.094849,2.104193,0.829,3243,2,central
8802,529047,149.618666,2.105675,0.8184,3244,2,central
8805,529120,150.592738,2.105271,0.8211,3176,2,central
8813,529343,149.980297,2.105786,1.1693,6858,3,central
8818,529414,150.032184,2.105082,0.9806,5126,6,central
8820,529514,150.224485,2.104789,0.7859,2873,3,central
8823,529637,150.466366,2.105899,0.9762,5047,5,central
8828,529740,150.609954,2.103386,0.8318,3375,3,central
8829,529758,149.764545,2.105716,0.8977,4065,2,central
8840,529956,150.106872,2.102959,0.5251,1252,2,central
8842,529977,150.680872,2.106718,0.8136,3175,2,central
8844,530038,149.648343,2.107165,1.1557,6762,3,central
8884,530959,149.735671,2.105515,0.5096,1109,4,central
8893,531261,150.207177,2.108544,0.1134,7,6,central
8896,531291,150.373216,2.105747,0.59,1525,2,central
8900,531369,149.754277,2.104964,0.6927,2332,2,central
8902,531390,149.710389,2.107654,0.6703,2150,3,central
8905,531497,149.469415,2.108478,0.5007,1081,2,central
8906,531518,150.134545,2.10797,1.1261,6161,7,central
8910,531547,149.53303,2.109966,0.9689,4983,2,central
8911,531552,150.639453,2.109671,1.0735,6000,2,central
8917,531687,150.560998,2.111141,0.3182,292,3,central
8919,531735,149.490014,2.10947,1.0047,5455,3,central
8931,531968,150.12336,2.109274,0.7197,2475,3,central
8932,531989,150.188731,2.10946,0.9875,5376,2,central
8940,532275,150.417977,2.109443,0.9952,5375,2,central
8943,532337,150.222001,2.107866,1.1132,6357,8,central
8945,532401,150.117752,2.11069,1.0983,6118,2,central
8954,532547,149.588012,2.103276,1.04,5744,6,central
8968,533018,149.574333,2.109462,0.6911,2279,2,central
8969,533024,150.210352,2.111866,1.0809,6001,2,central
8999,533636,150.722252,2.113072,1.1357,6578,2,central
9006,533913,150.389367,2.113487,1.1911,6981,9,central
9008,533950,150.249996,2.10925,0.4296,774,3,central
9012,533976,150.040057,2.112972,1.1942,7217,2,central
9034,534476,150.002508,2.113029,0.951,4773,4,central
9044,534718,149.92608,2.113811,0.5573,1366,2,central
9047,534743,150.542788,2.113184,0.621,1767,2,central
9053,534927,149.526504,2.1118,0.989,5374,11,central
9064,535175,150.608081,2.114187,0.858,3659,2,central
9080,535554,150.605691,2.115177,0.9879,5377,4,central
9081,535578,150.694776,2.115541,0.7343,2648,2,central
9082,535588,149.779388,2.114132,0.9762,5191,4,central
9084,535624,149.733718,2.114279,0.7507,2703,2,central
9093,535851,149.705465,2.11455,1.0141,5671,2,central
9100,535909,150.038349,2.112315,0.6168,1734,3,central
9103,535995,150.564734,2.11196,1.1734,6815,7,central
9106,536125,149.719182,2.116438,0.8709,3900,2,central
9107,536155,149.804433,2.115261,0.9991,5458,2,central
9128,536770,149.768072,2.117723,0.8328,3310,2,central
9131,536815,149.471961,2.118105,0.9775,5125,2,central
9136,536905,149.440869,2.115484,0.3758,587,2,central
9141,537058,150.002091,2.118319,0.9664,5046,2,central
9145,537122,150.64943,2.119763,1.0087,5631,3,central
9153,537330,150.218798,2.113726,1.0342,5721,3,central
9162,537636,150.47206,2.117674,0.8158,3177,2,central
9164,537687,149.660533,2.11745,0.34,290,17,central
9166,537708,150.700536,2.116961,0.7986,3049,2,central
9179,538015,150.35656,2.117544,0.8673,3858,4,central
9180,538020,150.597712,2.118633,1.1931,7218,2,central
9199,538394,150.11958,2.117182,0.9876,5378,5,central
9217,538761,149.474233,2.119513,0.9991,5526,3,central
9220,538874,149.510945,2.119686,0.903,4245,4,central
9227,539004,150.123792,2.119569,0.9047,4182,2,central
9229,539062,150.500205,2.119264,0.8194,3048,6,central
9236,539244,150.599979,2.118465,1.1327,6579,2,central
9238,539323,150.460167,2.118189,0.21,79,2,central
9240,539411,149.414972,2.121293,1.0784,6034,2,central
9242,539435,149.443628,2.121039,1.1409,6638,2,central
9246,539497,149.779691,2.118645,0.9209,4295,2,central
9263,540013,150.603193,2.125664,0.7332,2582,15,central
9274,540180,149.694155,2.123494,1.1078,6208,2,central
9284,540311,150.370383,2.11977,0.7117,2474,2,central
9300,540746,149.621693,2.122639,1.1816,6928,4,central
9310,540861,150.46995,2.122618,0.9033,4244,2,central
9313,541001,150.527248,2.122903,1.1845,7051,2,central
9321,541172,150.061089,2.123571,0.6442,1857,2,central
9326,541235,149.882364,2.122528,0.7873,2907,2,central
9327,541256,150.06234,2.123161,0.657,1957,5,central
9328,541263,150.577224,2.123942,1.1316,6512,2,central
9330,541296,150.20447,2.120192,0.603,1623,5,central
9332,541310,150.124746,2.124461,0.8352,3452,2,central
9378,542621,150.637856,2.123933,0.607,1678,2,central
9381,542755,149.736339,2.123831,1.0177,5576,5,central
9382,542766,150.20539,2.122529,0.56,1367,2,central
9393,542960,149.531649,2.126402,0.89,4017,2,central
9394,542987,149.620828,2.126974,1.0764,6003,2,central
9397,543031,150.137339,2.124541,0.8571,3740,3,central
9401,543151,149.450289,2.126553,0.9722,5050,2,central
9403,543240,150.532511,2.125529,0.8974,4126,2,central
9421,543799,150.134405,2.12522,0.9594,4559,13,central
9427,544150,150.515894,2.128369,0.7982,2950,5,central
9428,544159,150.368965,2.125992,0.4412,860,2,central
9430,544229,150.321893,2.12849,0.8853,4016,2,central
9442,544442,149.731732,2.124333,0.52,1225,2,central
9449,544621,150.392271,2.128412,0.7577,2808,2,central
9454,544694,149.516018,2.12973,1.1478,6763,2,central
9456,544863,150.636963,2.12782,0.9655,4899,5,central
9458,544902,150.383572,2.128143,0.8362,3051,17,central
9467,545179,149.842461,2.129209,1.09,6119,2,central
9469,545206,150.284436,2.129682,0.8264,3245,3,central
9470,545236,150.370004,2.129085,0.732,2615,3,central
9477,545369,149.86907,2.129724,1.1914,7130,2,central
9478,545372,150.148623,2.127944,0.6187,1711,3,central
9492,545657,150.206843,2.126803,1.1309,6513,3,central
9494,545804,150.202955,2.130168,0.8894,4067,2,central
9500,545978,150.62826,2.131549,0.7326,2616,3,central
9513,546327,149.684992,2.130196,0.4294,775,2,central
9520,546481,150.494088,2.131275,0.9562,4776,2,central
9527,546654,149.583077,2.130565,0.6,1585,4,central
9549,547363,150.595449,2.132876,1.0658,5930,2,central
9552,547412,150.591211,2.130954,0.8307,3376,10,central
9554,547515,149.614463,2.131674,0.8129,3179,2,central
9566,547742,149.583831,2.131971,0.9893,5254,6,central
9588,548374,149.617071,2.132629,0.6361,1837,2,central
9600,548814,150.147584,2.131012,1.1376,6206,16,central
9622,549437,150.293302,2.13391,0.5783,1478,2,central
9623,549451,149.811223,2.136996,1.09,6072,2,central
9627,549570,149.851169,2.135562,1.1361,6582,2,central
9630,549608,149.791201,2.136168,0.9629,4850,3,central
9631,549609,150.509064,2.135584,0.9005,4185,2,central
9640,549819,150.72037,2.136251,0.9454,4778,3,central
9642,549832,149.987414,2.134231,0.33,378,2,central
9652,550077,150.035149,2.136652,0.9671,4901,3,central
9653,550123,150.109363,2.136767,0.9805,5255,2,central
9659,550218,150.429408,2.133855,1.1187,6309,2,central
9671,550467,149.644847,2.135558,1.1571,6581,14,central
9681,550628,150.268069,2.138104,1.1244,6358,2,central
9711,551049,150.524633,2.138102,1.0696,5959,2,central
9730,551438,150.094293,2.139359,0.22,91,5,central
9735,551559,150.029976,2.138025,0.6846,2246,3,central
9737,551613,149.598812,2.137926,0.7581,2809,3,central
9743,551710,150.703377,2.139608,1.189,7131,2,central
9751,551951,149.635531,2.136688,0.935,4562,37,central
9760,552118,149.875661,2.137242,1.0041,5461,2,central
9766,552234,149.989326,2.145459,1.0086,5457,6,central
9773,552554,150.050748,2.141263,0.8961,4018,2,central
9774,552643,150.438888,2.141515,0.9508,4851,2,central
9776,552660,150.633222,2.139163,0.9214,4296,3,central
9780,552733,150.056481,2.140198,1.0988,6073,2,central
9785,552866,149.734822,2.139326,0.9495,4715,4,central
9801,553132,150.423361,2.140981,1.0851,6074,2,central
9808,553350,149.666633,2.141931,1.002,5528,2,central
9810,553525,150.687156,2.140842,1.0782,6035,2,central
9825,553970,150.392688,2.140893,0.9219,4124,10,central
9856,554814,149.93049,2.143833,0.3866,628,2,central
9858,554892,150.417868,2.144095,0.8877,4068,2,central
9865,555171,149.417708,2.144345,0.8461,3595,2,central
9873,555344,149.850484,2.142809,1.0031,5459,9,central
9879,555423,149.85225,2.14459,0.897,4127,3,central
9883,555529,149.918175,2.143221,0.9314,4563,2,central
9889,555645,149.876661,2.145814,0.9751,5051,2,central
9897,556019,149.855177,2.142816,0.9561,4414,28,central
9898,556026,150.545092,2.141984,0.84,3246,35,central
9900,556156,150.495907,2.144254,1.168,6930,2,central
9925,556582,150.489604,2.144363,0.7728,2853,2,central
9929,556651,150.405071,2.144432,0.8305,3120,12,central
9946,557072,150.250356,2.144405,0.38,534,4,central
9959,557354,150.581817,2.147566,0.5295,1160,26,central
9960,557368,150.233322,2.148356,0.5948,1584,2,central
9974,557772,150.674248,2.146093,0.8816,3974,3,central
9978,557866,150.696864,2.145045,0.989,5192,3,central
9986,558023,149.589029,2.148222,0.7157,2437,3,central
9994,558254,150.343801,2.148105,1.1948,7219,2,central
10003,558530,149.993606,2.148568,0.8599,3799,2,central
10005,558577,149.698925,2.147366,1.1492,6765,2,central
10014,558695,150.513812,2.147347,0.71,2476,2,central
10032,559166,149.639366,2.151338,0.9962,5462,2,central
10038,559364,150.684999,2.147082,0.41,691,3,central
10041,559413,149.783619,2.151524,1.003,5460,4,central
10047,559650,149.902617,2.150765,1.1433,6704,3,central
10051,559689,150.741958,2.146897,0.3606,487,2,central
10056,559876,149.660817,2.150108,0.42,738,2,central
10065,560029,150.455073,2.151927,1.1121,6209,2,central
10071,560167,150.199497,2.147996,0.64,1818,5,central
10091,560589,149.569125,2.150697,0.985,5321,2,central
10092,560633,150.235839,2.150069,0.6399,1858,2,central
10097,560914,149.666788,2.150401,0.443,880,2,central
10101,561126,149.758914,2.153232,1.1405,6640,3,central
10106,561318,150.296629,2.153033,1.0093,5632,3,central
10121,561725,150.47159,2.153326,1.1816,7052,2,central
10128,562049,149.99794,2.154801,0.8834,4020,4,central
10131,562079,150.026957,2.155595,1.1857,7132,2,central
10137,562159,150.288547,2.155696,0.5977,1586,2,central
10147,562313,149.541467,2.155735,1.0988,6162,2,central
10150,562387,149.910132,2.152321,0.251,147,3,central
10176,562911,149.502765,2.153654,0.702,2391,2,central
10186,563309,150.265867,2.156506,0.921,4298,4,central
10210,563817,150.639847,2.155738,0.8633,3859,2,central
10215,563953,150.002393,2.156133,0.823,3247,10,central
10232,564541,150.292327,2.156147,0.6762,1959,5,central
10246,565051,149.600967,2.159457,1.0375,5692,5,central
10255,565321,150.226163,2.156808,0.9119,4186,5,central
10262,565500,149.82013,2.159357,1.1025,6075,5,central
10271,565782,150.196864,2.160882,1.1929,7183,2,central
10282,566125,150.133294,2.159184,0.7019,2392,2,central
10285,566190,149.52707,2.161228,0.9647,4988,2,central
10303,566651,150.00685,2.161909,1.1261,6408,3,central
10307,566779,149.683592,2.160595,0.9527,4718,4,central
10314,566990,150.073652,2.159342,0.8998,4187,2,central
10319,567106,150.496221,2.160893,0.8407,3531,2,central
10325,567295,149.771772,2.161343,0.9452,4301,8,central
10327,567334,149.828747,2.16108,1.1628,6893,2,central
10328,567389,149.738183,2.161815,0.9616,4986,2,central
10334,567530,150.184889,2.168624,0.2502,148,2,central
10337,567576,150.746071,2.169619,1.0807,5827,10,central
10349,567888,150.652613,2.162733,0.8197,3181,3,central
10364,568325,150.472083,2.161013,1.0841,5826,9,central
10367,568382,149.946928,2.162508,0.6324,1817,2,central
10376,568590,149.556093,2.163474,0.5913,1527,2,central
10390,568856,149.952777,2.163989,0.7438,2704,3,central
10396,569128,150.447074,2.164216,0.8768,3940,2,central
10397,569165,150.433086,2.165231,1.0648,5900,3,central
10402,569279,150.186694,2.164048,0.9185,4246,3,central
10413,569637,149.732024,2.161976,0.38,589,4,central
10417,569692,150.098867,2.166248,1.0821,5960,5,central
10424,569805,149.439676,2.166646,0.739,2676,2,central
10437,570206,150.352312,2.166199,0.5691,1441,2,central
10442,570341,150.300442,2.165863,0.7906,2952,2,central
10447,570412,149.959376,2.167959,1.1511,6767,3,central
10448,570426,149.503259,2.165153,0.8561,3661,5,central
10453,570560,150.074988,2.164421,0.3752,588,2,central
10455,570605,150.316167,2.164275,0.4424,861,2,central
10464,570851,150.068155,2.165485,0.9313,4357,15,central
10498,571856,150.621189,2.16827,0.5871,1479,3,central
10500,571914,150.029089,2.168707,0.8036,3008,2,central
10503,571950,149.560532,2.170092,1.1077,6211,2,central
10529,572696,150.722655,2.167746,0.7901,2953,3,central
10537,572844,149.560029,2.169664,1.0506,5828,2,central
10541,572922,150.539771,2.175302,0.978,5257,5,central
10548,573095,149.74961,2.168825,0.8274,3312,3,central
10576,573841,150.242167,2.168508,0.6701,2109,8,central
10580,573901,150.359356,2.172966,1.0276,5706,3,central
10582,573926,149.883511,2.17182,0.9989,5380,3,central
10593,574203,150.57435,2.170787,0.555,1368,3,central
10598,574437,150.699309,2.173093,0.954,4907,4,central
10601,574529,149.706151,2.171547,0.9456,4651,33,central
10617,575023,149.654056,2.17235,0.5949,1587,3,central
10622,575093,150.472448,2.174357,0.6562,1960,2,central
10625,575109,150.534714,2.180965,0.7398,2677,5,central
10630,575239,149.476678,2.171299,0.9998,5379,2,central
10642,575490,150.459062,2.170947,0.38,607,3,central
10649,575674,150.395156,2.171834,0.8104,3050,7,central
10650,575706,150.728841,2.173593,1.05,5829,4,central
10654,575763,150.613577,2.175238,0.8697,3860,3,central
10666,575967,150.310803,2.173186,0.7455,2705,2,central
10668,575987,149.973963,2.175322,0.9855,5322,2,central
10669,576029,150.582868,2.172755,0.3182,327,2,central
10671,576097,150.47058,2.174611,0.7255,2548,3,central
10677,576179,150.216207,2.173303,0.5924,1503,3,central
10696,576613,149.989659,2.17638,0.9938,5323,2,central
10699,576801,150.418778,2.176601,1.0321,5722,2,central
10700,576832,150.518177,2.177258,1.0939,6163,2,central
10709,577148,150.47185,2.173531,0.51,1161,4,central
10716,577296,149.767915,2.177352,0.8105,3089,3,central
10725,577582,150.554612,2.178562,1.1235,6462,2,central
10738,577938,149.85794,2.178872,0.8412,3534,2,central
10744,578121,149.898985,2.176894,0.6288,1771,3,central
10748,578211,149.419934,2.178897,1.1799,6766,7,central
10753,578357,150.487462,2.178524,0.8022,3053,2,central
10761,578500,149.497602,2.179166,0.9558,4781,2,central
10764,578552,150.068803,2.17985,0.7803,2854,2,central
10778,579055,150.002458,2.180624,0.6543,1961,2,central
10795,579596,150.385986,2.1809,1.1016,6036,9,central
10799,579645,150.443124,2.177664,0.6697,2152,2,central
10806,579968,149.873686,2.179707,0.8739,3901,4,central
10819,580178,149.757572,2.1817,0.8579,3742,2,central
10822,580356,149.735354,2.178144,0.6161,1712,2,central
10825,580381,150.663235,2.180738,0.8597,3743,2,central
10829,580422,150.158331,2.182469,0.8301,3377,2,central
10855,581202,149.758188,2.190745,0.1198,14,2,central
10856,581215,150.460745,2.183348,1.1929,7184,2,central
10868,581499,149.689819,2.183377,0.6227,1793,2,central
10875,581789,149.511325,2.182616,0.6931,2281,2,central
10893,582253,150.446957,2.184602,0.9091,4299,5,central
10896,582391,149.681734,2.185043,1.1859,7134,2,central
10904,582639,150.21785,2.181584,0.9893,5381,2,central
10924,583123,150.368361,2.183037,0.6184,1736,3,central
10927,583155,149.786412,2.184499,1.1311,6410,2,central
10944,583736,149.659673,2.187748,0.983,5129,2,central
10945,583751,150.258084,2.187579,0.6295,1819,2,central
10952,583881,150.393023,2.18848,1.1632,6817,2,central
10988,584998,150.221712,2.188617,0.8154,3122,4,central
10991,585061,150.604354,2.186883,0.5708,1409,5,central
10997,585111,149.472022,2.1879,1.0549,5861,2,central
11003,585342,150.647138,2.188078,0.5636,1410,2,central
11015,585669,150.142317,2.190659,0.353,488,3,central
11020,585822,150.020134,2.191475,0.7253,2583,2,central
11021,585828,150.146324,2.187827,0.7032,2339,4,central
11030,585954,150.210191,2.188067,0.7492,2751,2,central
11031,585986,149.710821,2.190777,1.0898,6076,3,central
11035,586131,150.159028,2.191289,0.904,4247,2,central
11043,586276,149.6142,2.191018,1.1355,6514,3,central
11077,586878,149.598665,2.191314,1.0196,5529,5,central
11085,586972,149.979107,2.191271,0.6956,2340,2,central
11086,586977,149.660875,2.190735,1.0908,5961,4,central
11090,587054,149.729179,2.191768,1.0773,6005,2,central
11096,587217,149.477209,2.1923,0.8921,4072,2,central
11101,587287,149.688312,2.191389,0.8729,3904,3,central
11107,587453,150.218631,2.1908,0.8534,3662,3,central
11119,587644,149.715279,2.19259,0.864,3744,3,central
11122,587669,149.714628,2.190972,0.9096,4249,5,central
11127,587750,150.364965,2.192167,0.6615,1910,6,central
11144,588176,149.76432,2.193651,0.5921,1528,2,central
11154,588491,150.143347,2.192643,0.8,3010,6,central
11156,588507,149.901344,2.194919,0.9729,5194,2,central
11159,588561,149.435559,2.192722,0.829,3378,2,central
11164,588764,150.309684,2.193702,0.8016,3054,2,central
11181,589130,150.050755,2.192929,0.26,179,2,central
11183,589136,150.220804,2.193334,0.9086,4191,3,central
11192,589448,149.922453,2.196112,1.1906,7135,2,central
11195,589625,150.614091,2.196733,0.9107,4248,2,central
11196,589631,150.18521,2.194723,0.9231,4478,3,central
11209,589862,150.71247,2.196873,0.7631,2752,3,central
11214,589956,150.116812,2.196742,0.933,4656,3,central
11216,589975,149.428574,2.196354,0.8941,4128,2,central
11217,589986,150.152105,2.195424,0.928,4413,21,central
11219,590004,150.470994,2.190457,0.3382,421,2,central
11222,590038,150.312443,2.195587,1.0349,5745,4,central
11224,590057,150.092399,2.193627,0.6801,1962,22,central
11230,590146,150.287733,2.194537,0.4054,693,2,central
11236,590274,149.425377,2.197197,1.1271,6463,2,central
11251,590544,150.072364,2.197774,1.1003,6120,2,central
11260,590745,150.633763,2.198067,0.8727,3903,2,central
11286,591325,150.097879,2.198773,0.6231,1794,2,central
11289,591342,149.683178,2.19845,1.1408,6641,2,central
11299,591476,149.424682,2.198403,0.7179,2509,2,central
11306,591559,149.985184,2.198467,0.7458,2706,3,central
11309,591597,150.098474,2.198919,0.9608,4909,2,central
11313,591659,150.312091,2.199129,0.9701,4989,3,central
11315,591704,150.012194,2.197574,0.9997,5383,2,central
11316,591714,150.352988,2.198927,0.8583,3801,2,central
11331,592160,150.374786,2.197245,1.09,6121,2,central
11332,592173,150.26291,2.200316,0.6635,2047,2,central
11339,592311,150.120978,2.199962,1.1423,6464,5,central
11343,592399,150.14703,2.198889,0.6556,1859,17,central
11346,592458,150.005023,2.199546,0.8398,3456,3,central
11350,592558,150.42576,2.199337,0.7017,2338,3,central
11353,592652,150.472562,2.199336,0.4016,651,9,central
11363,592888,150.472401,2.201297,0.9733,4911,4,central
11390,593477,149.461534,2.201848,0.9752,5056,3,central
11394,593548,150.431205,2.202378,0.9255,4416,3,central
11395,593626,150.306202,2.200703,1.0168,5673,2,central
11397,593654,150.563339,2.201029,0.921,4415,12,central
11399,593669,149.687414,2.201813,1.1907,7055,2,central
11401,593683,149.695247,2.203149,1.0467,5800,2,central
11415,593918,150.053785,2.199969,0.7306,2617,2,central
11436,594492,149.899761,2.203114,1.0161,5579,2,central
11437,594500,150.485565,2.200537,0.3001,267,2,central
11446,594644,150.019978,2.2026,0.6642,2048,2,central
11456,594861,150.093334,2.203551,0.7749,2827,2,central
11460,594924,150.236643,2.207214,0.3601,460,10,central
11472,595117,149.760756,2.201227,0.83,3316,3,central
11478,595233,150.444495,2.204302,1.1822,7054,6,central
11479,595236,150.055381,2.206097,1.0833,6077,3,central
11490,595513,150.648077,2.204369,0.5888,1530,2,central
11492,595730,149.574255,2.201551,0.8299,3182,4,central
11494,595740,150.510268,2.206187,0.8933,4129,3,central
11506,595994,150.372918,2.203431,1.1682,6894,4,central
11522,596368,149.962716,2.210238,0.4201,720,16,central
11527,596550,149.477946,2.205003,0.8357,3457,3,central
11540,596831,149.90683,2.206651,1.1952,7186,4,central
11542,596859,150.655995,2.204629,0.8319,3314,2,central
11549,597000,149.972884,2.206784,0.9302,4566,2,central
11550,597008,150.744624,2.207005,0.994,5325,5,central
11556,597220,150.232386,2.205704,0.3784,608,2,central
11557,597237,150.095654,2.203711,0.7265,2441,18,central
11558,597276,150.023831,2.203211,0.9232,3455,121,central
11565,597425,150.12945,2.206389,0.9665,4912,3,central
11578,597621,150.474441,2.20441,0.9232,4480,4,central
11581,597664,150.478253,2.211895,0.6124,1713,3,central
11583,597685,149.599947,2.208096,1.1948,7185,2,central
11585,597704,149.467743,2.208356,1.078,5931,4,central
11587,597801,149.696917,2.204083,0.3608,512,2,central
11605,598165,149.70684,2.207289,0.7901,2954,3,central
11612,598242,149.516927,2.205206,1.0159,5195,13,central
11621,598438,149.439323,2.208715,1.1616,6768,2,central
11627,598532,149.704303,2.206334,0.4853,1024,2,central
11634,598768,149.634167,2.208952,0.872,3862,2,central
11669,599457,149.750331,2.209876,0.8537,3666,2,central
11671,599472,149.882618,2.211698,0.8336,3458,2,central
11673,599568,149.507951,2.213378,1.1006,6122,5,central
11679,599638,150.555747,2.209685,0.9893,5384,2,central
11682,599720,150.61528,2.211677,0.9458,4657,2,central
11683,599738,150.51041,2.210532,0.7029,2393,2,central
11725,600942,149.969042,2.208739,0.28,216,6,central
11735,601098,150.462078,2.209894,0.6658,2050,2,central
11747,601449,150.512666,2.211441,0.9295,4418,2,central
11751,601511,149.990033,2.213214,0.5893,1529,2,central
11756,601574,149.605608,2.212101,0.8807,3942,2,central
11776,602022,150.64402,2.211342,1.0575,5903,5,central
11779,602113,149.946896,2.214876,0.9712,5058,2,central
11783,602170,149.635493,2.21495,1.1436,6585,4,central
11787,602276,149.641588,2.214606,1.0335,5746,2,central
11791,602388,150.323733,2.210803,0.4294,753,10,central
11796,602489,149.419962,2.214396,0.7042,2440,2,central
11798,602563,150.400084,2.216167,1.1869,7056,2,central
11799,602592,150.411664,2.212165,0.6008,1626,3,central
11801,602720,149.713182,2.213865,0.8426,3598,3,central
11810,602895,149.437067,2.212188,0.9519,4417,7,central
11831,603412,149.686012,2.231728,0.9285,4303,5,central
11844,603729,150.187806,2.21617,1.083,6006,2,central
11846,603748,149.654721,2.216391,0.8268,3317,2,central
11850,603854,149.690217,2.217364,0.9926,5465,2,central
11874,604374,149.702912,2.216667,0.9569,4855,4,central
11875,604395,149.715168,2.215613,0.821,3249,2,central
11894,604840,150.431975,2.218509,1.1515,6584,5,central
11900,604922,149.499056,2.216586,0.5481,1298,3,central
11908,605176,149.516336,2.217514,1.1856,7137,4,central
11909,605178,150.234194,2.21775,0.8402,3318,9,central
11936,605817,149.437832,2.218022,0.8779,3946,3,central
11938,605871,149.956923,2.218895,0.4839,1023,2,central
11942,605932,149.993304,2.220277,1.0045,5532,2,central
11950,606026,149.893019,2.220513,1.192,6984,4,central
11952,606068,149.819836,2.220606,1.0071,5530,2,central
11973,606489,149.738419,2.221263,1.037,5747,2,central
11978,606602,149.912374,2.221795,1.1308,6517,2,central
11983,606650,150.215441,2.221485,0.8933,4130,4,central
11987,606729,149.800261,2.217773,0.5966,1532,2,central
11996,607016,150.042234,2.220516,0.9826,5259,2,central
12002,607144,150.444204,2.220017,0.6281,1795,2,central
12019,607490,149.47484,2.220199,0.9875,5260,7,central
12025,607672,150.44336,2.223286,1.1711,6934,2,central
12027,607685,150.422597,2.223264,0.8659,3460,8,central
12031,607761,149.738385,2.222263,0.9481,4722,2,central
12034,607782,149.538989,2.220331,0.8243,3319,2,central
12052,608097,150.180445,2.218901,0.78,2855,2,central
12053,608116,150.278867,2.222982,0.6097,1680,2,central
12054,608120,150.112394,2.222307,1.0555,5831,3,central
12056,608134,149.669207,2.222956,0.8767,3944,2,central
12066,608411,150.205796,2.223809,0.6801,2154,2,central
12067,608423,150.117591,2.222635,1.1524,6587,5,central
12073,608548,150.232503,2.222474,0.8693,3865,4,central
12082,608708,150.67321,2.220012,0.2984,268,2,central
