,cluster_id,ra,dec,redshift,group,Ngal,type
3735,390354,150.020648,1.885368,0.33,348,11,central
3738,390418,150.17386,1.883207,1.0822,6025,4,central
3744,390543,149.981281,1.885379,1.1864,7112,2,central
3749,390717,150.367398,1.884351,0.8356,3437,3,central
3767,391348,149.878475,1.885757,0.5747,1459,2,central
3774,391530,149.638188,1.88608,0.792,2938,5,central
3782,391803,150.457977,1.884124,0.7298,2608,2,central
3793,392034,150.132982,1.885442,1.0134,5666,2,central
3796,392069,149.566841,1.887154,0.4664,956,2,central
3812,392638,149.971369,1.885987,0.7158,2424,4,central
3814,392665,150.443089,1.887933,0.6157,1732,3,central
3818,392728,149.842063,1.887634,0.6908,2239,2,central
3826,392860,150.418035,1.896389,0.3865,622,3,central
3842,393512,149.596735,1.88984,1.01,5515,2,central
3844,393550,150.343189,1.888599,0.8559,3642,2,central
3845,393566,149.691177,1.888584,1.19,6972,2,central
3848,393657,149.907162,1.889882,0.9147,4349,2,central
3849,393664,150.105224,1.889314,1.0182,5620,3,central
3858,393981,149.424998,1.889785,1.0013,5444,2,central
3861,394121,150.237647,1.89064,0.9612,4967,2,central
3875,394614,149.43274,1.890824,0.8968,4052,3,central
3880,394921,149.68308,1.888893,0.5143,1183,2,central
3882,394981,150.202155,1.891182,1.1849,6970,4,central
3884,395042,149.465355,1.889044,0.5605,1385,2,central
3885,395070,149.811404,1.889823,0.8231,3291,2,central
3909,396108,150.462522,1.891575,0.4704,957,3,central
3911,396216,149.45768,1.893063,0.8922,4053,2,central
3916,396398,149.854931,1.892038,0.8302,3292,2,central
3917,396399,150.303925,1.894662,1.1365,6560,2,central
3920,396516,149.793138,1.895103,0.778,2849,2,central
3936,397360,150.424364,1.897083,0.9812,5244,4,central
3943,397662,149.749678,1.893812,0.4774,1004,5,central
3946,397819,150.126298,1.898409,0.9002,4172,2,central
3947,397825,150.19933,1.897002,0.7907,2869,5,central
3948,397831,150.159113,1.896594,1.1931,7176,2,central
3950,397912,150.300704,1.895434,1.0808,5992,5,central
3958,398097,150.149484,1.895072,0.9454,4764,2,central
3959,398132,149.579909,1.895567,0.7862,2901,2,central
3972,398891,149.908668,1.897234,0.5255,1246,2,central
3975,399097,149.845123,1.895707,0.5005,1105,2,central
3987,399541,150.295539,1.898664,0.5488,1321,2,central
3997,399816,149.556666,1.898083,0.3301,364,2,central
4010,400232,149.490859,1.899422,0.9849,5177,3,central
4012,400285,150.174363,1.900739,0.9375,4536,2,central
4015,400477,150.043716,1.900582,1.1868,7113,2,central
4017,400635,149.70673,1.899171,0.6894,2207,3,central
4024,400901,149.549258,1.910636,0.3886,623,9,central
4035,401241,149.900579,1.898768,0.33,366,2,central
4046,401439,150.117029,1.905118,0.3103,287,2,central
4048,401488,149.619548,1.900915,0.6331,1761,11,central
4058,401751,149.446704,1.899743,0.3033,243,12,central
4061,401880,149.669803,1.901698,0.9704,4968,5,central
4062,401892,149.45112,1.903445,1.0237,5702,2,central
4065,401928,150.282892,1.902635,0.8615,3788,3,central
4077,402228,149.630267,1.902596,0.859,3787,2,central
4088,402478,149.563003,1.902444,1.1155,6345,2,central
4092,402615,150.45292,1.903186,1.1444,6196,9,central
4099,402764,149.420387,1.904092,0.9408,4638,3,central
4101,402777,149.749373,1.901207,0.5901,1473,12,central
4120,403413,150.475002,1.902843,0.6975,2378,5,central
4127,403495,149.780056,1.904203,0.6888,2208,3,central
4129,403635,149.851273,1.915845,1.0097,5621,2,central
4132,403804,150.130273,1.903388,0.8604,3641,2,central
4135,403863,150.214792,1.90347,1.1993,7035,6,central
4136,403885,149.633588,1.90318,0.6551,1876,17,central
4137,403899,150.024116,1.904331,0.2299,94,5,central
4147,404263,149.96859,1.904954,0.3334,369,4,central
4156,404414,149.926058,1.906472,0.556,1365,3,central
4161,404667,149.802452,1.906728,0.6528,1947,6,central
4166,404939,150.316811,1.907033,1.1865,7114,2,central
4179,405260,150.341772,1.906065,0.55,1322,2,central
4192,405485,149.932211,1.907339,0.8203,3231,2,central
4198,405637,150.016169,1.908367,0.7074,2379,2,central
4199,405647,149.679561,1.90783,0.3314,367,2,central
4207,405922,150.455122,1.910071,1.0592,5849,2,central
4226,406743,150.229449,1.909618,1.1124,6197,5,central
4232,407000,150.075094,1.908101,0.8489,3582,2,central
4234,407039,150.404905,1.911289,1.1516,6757,2,central
4235,407061,149.655914,1.911711,0.9904,5310,2,central
4254,407699,150.451284,1.910187,1.1895,6806,11,central
4261,407942,149.57509,1.912231,0.8256,3294,2,central
4265,408029,150.003356,1.917274,0.2696,211,2,central
4270,408166,149.637894,1.913113,1.1065,6241,2,central
4275,408270,150.35576,1.912293,0.9265,4350,7,central
4284,408594,149.448223,1.910856,0.3911,637,2,central
4285,408630,150.393804,1.913413,0.9739,5114,2,central
4286,408632,150.153786,1.91364,1.1179,6198,3,central
4287,408652,150.125731,1.913705,0.71,2468,11,central
4291,408891,149.776894,1.911726,0.6489,1877,2,central
4299,409187,149.492478,1.912067,0.8821,3848,3,central
4304,409478,149.509246,1.915509,0.9897,5033,4,central
4306,409546,149.557529,1.91393,0.6899,2209,3,central
4320,409849,149.729115,1.917321,0.3702,531,12,central
4324,409936,149.753148,1.9137,0.6394,1854,2,central
4326,409979,150.439786,1.915114,0.6749,2181,2,central
4343,410363,150.405691,1.915958,1.0487,5794,2,central
4349,410516,149.439801,1.924397,0.9508,4537,31,central
4353,410587,150.374611,1.915598,0.9785,5247,2,central
4358,410767,150.335671,1.915203,0.8242,3293,6,central
4361,410825,149.676128,1.916903,0.3789,601,5,central
4362,410898,150.342671,1.916752,0.522,1184,2,central
4364,410928,149.604361,1.915189,0.4303,797,2,central
4369,411061,149.924841,1.917057,0.8044,3082,2,central
4373,411159,149.659053,1.917009,0.7981,2902,4,central
4376,411244,149.94942,1.917737,1.0811,6026,2,central
4378,411266,150.378877,1.91822,1.1086,6199,2,central
4419,412645,150.437513,1.919349,1.1284,6505,2,central
4421,412757,149.87717,1.91917,0.7601,2807,2,central
4426,412912,150.407486,1.921184,0.9955,5445,2,central
4429,412956,149.84753,1.923294,0.376,554,3,central
4449,413475,149.553406,1.919582,0.6594,2013,2,central
4453,413674,150.234653,1.92298,1.0114,5622,2,central
4459,413905,150.430829,1.926976,0.32,278,10,central
4464,413984,150.430598,1.920188,1.1645,6883,5,central
4466,414091,149.735625,1.919751,0.3507,438,2,central
4473,414334,149.629069,1.919918,0.5173,1185,2,central
4477,414540,149.888286,1.920694,0.9263,4393,4,central
4478,414589,150.098933,1.923179,1.0831,5956,2,central
4479,414596,150.218765,1.922557,0.8588,3790,2,central
4483,414653,149.840024,1.920945,1.1388,6504,2,central
4486,414760,149.449255,1.923199,0.8957,4116,2,central
4487,414806,150.281684,1.922878,1.1414,6627,2,central
4492,415009,150.058614,1.920834,0.4624,940,2,central
4496,415178,149.44782,1.923569,1.005,5518,2,central
4497,415191,150.251334,1.922436,0.882,3938,2,central
4503,415375,150.43883,1.921164,0.8241,3296,8,central
4506,415466,149.766498,1.924575,1.1644,6884,2,central
4521,415806,149.567827,1.92474,0.9555,4888,2,central
4523,415876,149.823361,1.922307,0.8183,3233,2,central
4524,415906,149.934794,1.92428,1.005,5566,2,central
4532,416097,150.23109,1.924249,0.5616,1386,4,central
4537,416238,149.559418,1.925244,0.8326,3359,2,central
4551,416638,149.957146,1.926046,1.1425,6690,2,central
4558,416795,149.638141,1.927365,1.154,6626,4,central
4566,416984,149.468018,1.924689,0.8534,3358,5,central
4567,417014,150.278609,1.926643,0.872,3893,3,central
4571,417109,149.694849,1.925967,0.9211,4174,5,central
4575,417506,149.595267,1.927536,0.9038,4115,2,central
4576,417533,149.530071,1.927685,1.0611,5896,2,central
4583,417694,150.256367,1.927982,0.8524,3441,4,central
4591,418025,149.893142,1.928035,0.9516,4835,2,central
4602,418754,150.022603,1.928709,0.9429,4640,2,central
4610,419041,149.532447,1.927827,0.5671,1387,2,central
4624,419417,149.702773,1.930331,1.0628,5925,2,central
4632,419613,149.694601,1.928469,0.6827,2182,3,central
4638,419848,149.681412,1.931375,1.1799,7036,2,central
4641,419971,150.415564,1.930343,0.5699,1432,2,central
4643,420026,149.698338,1.931463,0.9633,5034,2,central
4647,420219,149.87855,1.931782,0.9845,5179,2,central
4649,420276,150.363991,1.931093,0.6889,2240,2,central
4650,420280,150.344075,1.932852,0.8031,3083,2,central
4680,421319,149.522295,1.932821,0.3595,482,4,central
4682,421359,149.585825,1.934139,1.1633,6809,7,central
4686,421531,150.092387,1.932037,0.5946,1577,2,central
4690,421842,150.384334,1.934681,1.1733,6758,4,central
4699,422151,150.46996,1.93336,0.8064,3042,6,central
4705,422280,149.649291,1.933207,1.1811,6974,2,central
4709,422405,149.78633,1.936083,0.9597,4969,3,central
4714,422552,150.283477,1.935251,0.95,4836,2,central
4716,422610,149.580153,1.9369,0.788,2942,2,central
4723,422811,150.466222,1.936103,0.937,4540,3,central
4724,422813,149.557958,1.93666,1.1288,6347,4,central
4725,422872,149.764108,1.933447,1.0881,6115,3,central
4730,423033,149.480832,1.933953,0.6765,2139,2,central
4733,423142,150.120464,1.936005,0.6084,1617,2,central
4741,423357,149.486102,1.936479,1.1516,6563,4,central
4744,423416,150.288302,1.93725,0.806,3084,2,central
4747,423517,150.091074,1.93585,0.672,2010,8,central
4763,424072,149.461571,1.938702,0.28,212,8,central
4774,424396,150.468726,1.938056,0.7903,2850,4,central
4777,424484,150.468634,1.9368,0.9814,5180,5,central
4781,424614,150.478722,1.938256,0.6993,2273,3,central
4784,424695,149.85113,1.939339,0.9657,5036,2,central
4785,424867,150.136997,1.937949,0.9659,5035,4,central
4788,424942,150.657089,1.940769,1.1854,7116,2,central
4791,425011,149.977009,1.939725,0.79,2943,2,central
4807,425341,149.517002,1.941325,1.185,7117,2,central
4812,425398,149.488869,1.938463,1.0787,5897,3,central
4813,425425,150.708935,1.940418,1.0541,5850,3,central
4817,425483,150.302136,1.93919,0.6798,2140,8,central
4821,425606,150.109343,1.941775,1.1063,6242,2,central
4822,425636,149.841435,1.940091,0.9983,5519,2,central
4825,425768,150.278154,1.939148,0.5294,1272,2,central
4826,425769,149.550578,1.9425,1.1851,6924,10,central
4835,426041,149.543842,1.940208,0.9759,4766,9,central
4846,426527,149.576956,1.942691,1.1052,6243,2,central
4849,426575,149.745405,1.947189,0.4699,941,12,central
4855,426701,149.936232,1.941929,0.993,5446,3,central
4870,427146,149.726775,1.942654,1.1349,6564,2,central
4888,427915,149.530772,1.943924,0.9277,4394,2,central
4890,427996,150.384578,1.944624,0.2624,174,2,central
4892,427998,149.767284,1.949636,1.1423,6401,4,central
4897,428114,149.676731,1.945648,1.155,6694,2,central
4902,428269,149.700947,1.943765,0.8384,3518,2,central
4903,428274,150.071792,1.947934,0.83,3044,16,central
4924,428820,150.376478,1.943831,0.3297,371,4,central
4930,428955,150.37518,1.947431,1.179,7037,2,central
4936,429063,149.528511,1.946027,0.8732,3895,2,central
4951,429444,149.890051,1.946066,0.7834,2871,4,central
4957,429639,150.126989,1.946909,0.9325,4541,2,central
4966,429899,150.487802,1.948125,1.1896,6975,3,central
4972,430045,149.439394,1.946356,0.908,4119,20,central
4984,430399,150.604753,1.948012,1.0992,6064,2,central
4989,430513,150.194595,1.947419,0.44,852,2,central
4991,430530,150.282679,1.949073,1.1462,6693,2,central
4998,430669,150.448462,1.949215,1.1597,6692,3,central
5004,430771,149.701019,1.947749,0.8217,3168,4,central
5005,430780,150.306507,1.948935,1.1945,7118,2,central
5009,430843,150.74265,1.94677,0.4605,924,2,central
5018,431134,149.511522,1.949079,0.9744,5037,3,central
5023,431271,149.871241,1.949444,0.4301,770,2,central
5028,431384,150.048947,1.948774,0.4122,710,3,central
5046,431877,150.093102,1.948634,0.4339,771,6,central
5047,431878,149.755906,1.952905,0.4991,1065,2,central
5048,431933,149.701665,1.948722,0.7926,3003,2,central
5068,432693,150.540578,1.953812,0.29,233,4,central
5071,432782,149.910458,1.951406,1.0211,5624,2,central
5072,432842,150.193746,1.961239,1.1757,6976,3,central
5075,432877,150.333522,1.953051,0.5287,1274,3,central
5078,432908,149.896272,1.949975,0.6508,1902,3,central
5096,433405,149.895837,1.951303,0.4697,973,2,central
5100,433510,150.329743,1.951269,0.3589,453,2,central
5113,433907,150.58564,1.954098,1.1668,6811,6,central
5115,433981,149.429738,1.953809,0.9944,5448,2,central
5132,434416,150.57865,1.954812,1.1887,7177,2,central
5153,434952,150.271728,1.955035,0.356,416,3,central
5159,435119,149.61757,1.955167,0.7901,2944,3,central
5163,435280,149.633506,1.956256,1.1959,7213,2,central
5168,435503,150.360978,1.954337,1.1662,6808,24,central
5170,435515,150.479563,1.955842,0.9712,4891,4,central
5175,435607,149.812691,1.956845,0.8315,3362,3,central
5179,435730,150.373127,1.955735,0.32,320,2,central
5180,435749,150.374391,1.957333,1.089,6067,2,central
5182,435798,150.525616,1.954783,0.8387,3299,9,central
5189,435971,149.437303,1.956517,0.8708,3645,12,central
5193,436089,150.023166,1.958498,0.9394,4702,2,central
5194,436096,149.562288,1.958251,1.1429,6695,2,central
5196,436102,150.701349,1.955737,0.7401,2671,2,central
5199,436165,150.125029,1.957319,0.8335,3443,2,central
5201,436196,149.91846,1.956144,0.6649,2016,2,central
5205,436324,149.961631,1.957525,0.9122,4282,3,central
5219,436798,150.329404,1.957473,0.55,1355,2,central
5224,436932,150.262903,1.960455,1.079,5926,2,central
5229,437093,150.543448,1.958793,0.8001,3002,3,central
5233,437159,149.950687,1.959258,0.9359,4542,3,central
5237,437357,149.529237,1.957684,0.45,854,3,central
5239,437513,149.507788,1.957947,1.1307,6349,2,central
5249,437878,150.269725,1.960709,1.1866,7119,2,central
5276,438807,150.02274,1.961038,0.9788,5117,2,central
5287,439118,149.767126,1.96772,0.53,1275,3,central
5290,439186,150.714705,1.960869,0.8337,3298,3,central
5292,439221,150.419452,1.960898,0.5309,1222,3,central
5300,439385,149.688399,1.962174,0.9992,5181,4,central
5301,439391,150.077043,1.961751,0.7478,2748,2,central
5310,439652,150.656579,1.961382,0.34,418,2,central
5318,439788,149.564314,1.964386,0.8641,3792,2,central
5320,439839,150.53682,1.965054,0.8586,3725,2,central
5324,439981,150.348118,1.964496,1.1406,6506,3,central
5330,440153,150.199442,1.962,0.8344,3363,2,central
5335,440380,150.387764,1.963462,0.9279,4468,8,central
5336,440406,150.253929,1.964892,0.9618,4971,2,central
5342,440509,150.343872,1.964259,1.0941,6027,5,central
5358,440993,149.551734,1.964507,0.9966,5312,3,central
5374,441365,149.963154,1.965939,0.8461,3584,2,central
5380,441451,150.749581,1.966355,1.0935,6065,3,central
5385,441581,150.368744,1.9648,0.9612,4703,4,central
5389,441691,150.432748,1.966898,0.3801,583,3,central
5393,441826,149.445521,1.966306,0.8375,3361,2,central
5397,441956,150.522372,1.974776,0.3699,532,12,central
5407,442249,150.518492,1.965772,0.6962,2324,7,central
5418,442469,149.550549,1.966307,0.6192,1764,3,central
5419,442478,149.788586,1.965806,1.0152,5567,2,central
5422,442522,150.614898,1.966949,0.6733,2183,2,central
5452,443380,150.543337,1.970636,1.0924,6068,3,central
5457,443574,149.429064,1.969214,1.0184,5625,3,central
5465,443729,150.656079,1.969582,0.8443,3585,3,central
5485,444297,149.939932,1.970212,0.6219,1763,3,central
5496,444607,150.650139,1.969766,0.6276,1812,4,central
5499,444632,149.60145,1.970319,0.32,288,2,central
5502,444693,149.766403,1.971008,1.0934,6155,2,central
5512,445020,149.754196,1.971059,0.5122,1155,2,central
5516,445095,150.659104,1.974292,0.41,650,13,central
5522,445420,150.521763,1.974061,0.3368,403,2,central
5530,445814,150.509651,1.973131,0.9027,4120,2,central
5535,445876,149.837932,1.972933,0.6258,1765,2,central
5538,445965,149.761191,1.973037,0.9685,5118,4,central
5548,446194,150.417221,1.976009,0.8424,3444,16,central
5551,446279,150.396402,1.971419,0.8291,3365,4,central
5555,446354,150.502274,1.971833,0.8701,3896,2,central
5559,446459,149.420417,1.973183,0.7562,2782,3,central
5561,446536,150.167054,1.972432,0.7197,2541,2,central
5574,446696,150.252563,1.971887,0.6671,2018,9,central
5576,446731,150.254078,1.972011,0.64,1836,2,central
5582,446846,150.42036,1.972541,0.8121,3114,2,central
5591,446946,149.628525,1.976086,0.2594,145,8,central
5594,447152,150.479381,1.97621,0.9377,4470,3,central
5601,447260,149.660276,1.975491,0.6693,2019,2,central
5611,447469,150.519488,1.9729,0.7874,2903,2,central
5619,447633,149.465167,1.973989,1.0587,5820,2,central
5629,448006,149.431243,1.974875,0.8485,3646,2,central
5634,448269,150.628137,1.976413,1.0542,5821,2,central
5637,448300,150.409476,1.97637,1.1089,6153,2,central
5653,448679,149.538573,1.976647,0.7513,2702,2,central
5658,448839,150.61253,1.976966,0.8483,3583,2,central
5662,448926,150.66691,1.978094,1.1448,6507,2,central
5665,449171,149.559042,1.97583,0.305,260,2,central
5680,449516,150.027899,1.977652,0.7092,2471,2,central
5684,449567,149.798844,1.978138,0.5081,1156,3,central
5693,449725,150.333487,1.977593,0.6702,2141,3,central
5696,449916,150.333168,1.979669,0.697,2326,2,central
5697,449919,150.272833,1.980856,1.1126,6350,2,central
5704,450070,149.532782,1.980382,0.9555,4767,3,central
5707,450151,149.654187,1.98009,0.959,4837,2,central
5715,450281,149.854246,1.980403,0.7075,2470,2,central
5718,450362,150.35109,1.979944,1.0291,5703,2,central
5723,450493,150.17944,1.983815,0.8945,4013,4,central
5726,450641,149.613406,1.981768,0.8581,3727,2,central
5732,450751,150.519463,1.980452,0.5811,1475,5,central
5746,451077,150.549202,1.981453,1.1863,7120,3,central
5776,451542,149.425746,1.980839,0.965,4972,10,central
5777,451544,150.409385,1.98137,0.6989,2275,2,central
5780,451647,150.185773,1.980626,0.989,5182,5,central
5788,451912,150.652564,1.984399,1.1745,6978,2,central
5792,451993,150.37662,1.981159,0.5323,1249,2,central
5806,452386,150.372777,1.983321,1.1363,6565,2,central
5821,452656,149.940781,1.984348,1.1584,6853,4,central
5823,452822,150.208644,1.984422,0.4384,855,8,central
5830,453038,150.52215,1.984797,1.1295,6402,2,central
5837,453281,150.146893,1.983841,0.9379,4704,2,central
5841,453358,150.10742,1.985796,0.3798,582,6,central
5846,453479,149.73244,1.986449,1.0534,5851,2,central
5847,453485,149.679488,1.986524,0.8131,3116,3,central
5848,453491,150.251477,1.984561,0.7138,2472,5,central
5858,453749,150.418322,1.984648,0.7512,2750,2,central
5859,453771,149.677985,1.984996,0.737,2611,2,central
5874,454181,149.846351,1.986972,1.1693,6854,2,central
