,cluster_id,ra,dec,redshift,group,Ngal,type
1145,293942,149.695809,1.731609,0.3691,545,8,satellite
1146,294027,150.138639,1.73222,0.6162,1701,2,satellite
1147,294075,149.783571,1.732064,0.7974,2994,2,satellite
1149,294117,150.202529,1.730999,0.3291,362,62,satellite
1150,294161,150.088216,1.733399,0.9442,4632,4,satellite
1155,294427,149.858346,1.733547,0.1219,6,26,satellite
1157,294518,149.452511,1.734314,1.1922,6745,7,satellite
1163,294709,150.232573,1.734343,0.9503,4689,9,satellite
1166,295033,149.671578,1.734728,0.7487,2743,2,satellite
1167,295043,150.108905,1.734262,1.188,7169,2,satellite
1171,295195,150.398964,1.734219,0.9558,4758,5,satellite
1175,295291,149.413795,1.732169,0.64,1833,4,satellite
1178,295375,150.131753,1.734572,1.186,7098,2,satellite
1179,295392,149.490716,1.740319,0.3056,253,8,satellite
1183,295541,150.389197,1.733116,0.3036,249,5,satellite
1187,295766,150.395189,1.734789,0.9469,4758,5,satellite
1188,295767,149.441033,1.734529,0.5973,1398,22,satellite
1190,295852,149.635742,1.732694,0.7411,2574,3,satellite
1194,296022,150.181808,1.735586,1.1903,7170,4,satellite
1195,296030,150.047078,1.735951,0.7326,2535,10,satellite
1196,296118,149.691604,1.735539,0.5648,1397,2,satellite
1198,296199,150.033615,1.734218,1.0008,5505,7,satellite
1200,296230,149.702216,1.736058,0.6378,1807,6,satellite
1201,296267,149.997141,1.736767,1.1246,6336,3,satellite
1205,296340,150.183372,1.736309,1.1198,6392,2,satellite
1206,296363,149.834755,1.739357,0.1288,6,26,satellite
1207,296377,149.672848,1.735366,0.7303,2603,2,satellite
1212,296524,149.454415,1.73664,1.1864,6745,7,satellite
1213,296527,150.454618,1.73733,0.9564,4879,3,satellite
1215,296632,150.305147,1.736475,0.9651,5026,3,satellite
1220,296905,150.053601,1.736202,0.3996,621,16,satellite
1222,297018,150.097429,1.736907,0.4092,621,16,satellite
1224,297048,149.70886,1.736284,0.632,1807,6,satellite
1229,297173,150.232927,1.738986,0.9476,4689,9,satellite
1233,297242,149.749166,1.737675,0.7802,2868,2,satellite
1234,297245,150.110079,1.736845,0.5401,1315,3,satellite
1235,297261,150.236773,1.737882,1.1734,6966,2,satellite
1237,297386,149.615778,1.737757,0.5994,1495,15,satellite
1239,297421,150.246292,1.736905,0.9433,4689,9,satellite
1240,297442,149.498853,1.734678,0.5688,1422,5,satellite
1241,297466,150.210328,1.738532,0.8833,3934,2,satellite
1243,297556,149.51341,1.737524,0.9343,4456,2,satellite
1244,297617,150.232801,1.738353,0.9543,4689,9,satellite
1245,297743,150.246057,1.73914,0.9893,5164,8,satellite
1247,297876,149.503453,1.735913,0.7294,2604,2,satellite
1250,297984,149.615506,1.739199,0.5792,1425,4,satellite
1251,297987,149.456591,1.73905,0.6576,1941,9,satellite
1254,298028,149.639304,1.737303,0.7208,2536,2,satellite
1259,298215,149.847368,1.737873,0.5293,1241,2,satellite
1265,298432,149.646299,1.739642,0.5425,1316,4,satellite
1266,298438,149.617059,1.7393,0.5924,1495,15,satellite
1268,298460,149.615752,1.738433,0.603,1495,15,satellite
1269,298464,149.996901,1.738464,0.2849,223,4,satellite
1276,298591,150.44549,1.737575,0.9867,5165,5,satellite
1283,298780,149.968255,1.740079,1.1539,6685,4,satellite
1284,298830,149.999004,1.74012,0.93,4522,2,satellite
1285,298929,150.045449,1.740202,0.6376,1851,2,satellite
1287,299038,149.590457,1.739567,1.147,6684,2,satellite
1288,299040,150.100076,1.739924,0.4015,621,16,satellite
1292,299203,149.635486,1.739195,0.5377,1316,4,satellite
1294,299229,150.10817,1.738634,0.393,621,16,satellite
1296,299269,149.522786,1.7416,0.6116,1703,3,satellite
1299,299344,150.232287,1.740859,0.9585,4689,9,satellite
1300,299369,150.048661,1.741322,1.0146,5505,7,satellite
1304,299532,150.233492,1.739862,0.9761,5164,8,satellite
1305,299556,149.890094,1.740788,1.0869,6058,2,satellite
1306,299562,150.166977,1.740796,0.7155,2501,23,satellite
1307,299640,149.612482,1.740707,0.5778,1425,4,satellite
1308,299670,150.239118,1.741691,0.923,4457,2,satellite
1309,299683,149.659211,1.740967,0.6529,1942,6,satellite
1311,299731,150.444534,1.740566,0.9857,5165,5,satellite
1312,299740,150.048126,1.739723,0.3576,504,5,satellite
1314,299789,150.046912,1.740273,0.7278,2535,10,satellite
1315,299794,150.230162,1.742388,0.9827,5164,8,satellite
1317,299952,149.52875,1.740738,0.5654,1363,18,satellite
1318,299990,149.779406,1.742557,0.7224,2419,8,satellite
1319,300026,149.624149,1.739656,0.59,1495,15,satellite
1323,300282,150.09741,1.742074,0.7342,2575,4,satellite
1326,300301,150.036112,1.740219,0.2791,223,4,satellite
1329,300499,149.801372,1.740642,0.3744,578,2,satellite
1330,300506,149.617476,1.740394,0.5718,1425,4,satellite
1332,300541,150.229643,1.741377,0.9839,5164,8,satellite
1341,300916,149.424756,1.750326,0.2007,64,4,satellite
1345,301124,149.75428,1.742466,0.4737,1000,2,satellite
1348,301250,149.488602,1.742189,0.3133,253,8,satellite
1349,301292,149.615977,1.741746,0.5902,1495,15,satellite
1350,301352,149.759944,1.742505,0.4419,844,6,satellite
1356,301604,149.681695,1.743205,1.1173,6294,2,satellite
1358,301691,150.230434,1.743014,0.9984,5164,8,satellite
1360,301804,150.205023,1.744733,1.1726,6919,2,satellite
1363,301943,149.975982,1.745435,1.1688,6685,4,satellite
1364,301966,149.632628,1.744839,0.8037,2932,3,satellite
1365,302038,149.982523,1.746015,1.1444,6685,4,satellite
1370,302203,149.639558,1.742595,0.7973,2932,3,satellite
1375,302323,150.201273,1.745463,1.195,7170,4,satellite
1376,302364,149.588932,1.746394,0.7006,2374,2,satellite
1378,302521,149.726544,1.746336,0.6055,1611,2,satellite
1382,302682,149.782816,1.745766,0.7341,2419,8,satellite
1383,302719,149.424492,1.746453,0.5806,1398,22,satellite
1385,302742,149.558629,1.745751,0.5761,1363,18,satellite
1386,302759,150.027605,1.746044,0.4063,621,16,satellite
1387,302780,150.287346,1.745869,0.4116,700,2,satellite
1388,302794,149.617484,1.746719,0.9943,5366,2,satellite
1390,302930,150.182456,1.747331,1.1902,7170,4,satellite
1391,302956,150.439629,1.747084,0.9378,4524,3,satellite
1393,302968,149.46147,1.746737,1.1802,6745,7,satellite
1394,303024,149.803422,1.745575,0.56,1380,3,satellite
1401,303393,149.983925,1.745365,0.3729,412,47,satellite
1402,303420,150.478873,1.751713,0.9301,4521,7,satellite
1403,303451,150.242134,1.748003,0.9866,5164,8,satellite
1409,303807,150.0426,1.747689,0.4141,621,16,satellite
1413,303875,150.041145,1.747009,0.7245,2535,10,satellite
1414,303879,150.252293,1.748384,0.5283,1101,37,satellite
1421,304114,150.227308,1.749488,0.9483,4689,9,satellite
1422,304185,149.771589,1.746195,0.4166,735,2,satellite
1423,304286,150.026787,1.748848,0.6954,2320,2,satellite
1425,304335,149.711671,1.748627,0.6527,1894,8,satellite
1431,304648,150.424052,1.750494,0.975,5165,5,satellite
1432,304715,150.095119,1.750211,0.9607,4961,2,satellite
1435,304805,149.727918,1.749692,0.5741,1426,8,satellite
1438,304835,150.074084,1.75056,1.177,6967,3,satellite
1447,305172,149.530421,1.751679,1.1872,7099,2,satellite
1449,305206,149.535563,1.75154,1.1509,6553,2,satellite
1452,305349,149.458195,1.750954,0.6601,1941,9,satellite
1453,305435,149.795386,1.748801,0.7169,2419,8,satellite
1454,305600,150.409958,1.751755,0.8845,3718,23,satellite
1456,305616,150.108778,1.751551,0.7296,2575,4,satellite
1458,305743,149.650052,1.751426,0.6526,1942,6,satellite
1463,305848,150.206911,1.749885,0.3312,362,62,satellite
1468,306164,150.191114,1.751399,0.34,362,62,satellite
1473,306396,150.257577,1.752792,0.912,4232,12,satellite
1480,306812,149.795577,1.751508,0.7398,2419,8,satellite
1482,306836,150.47107,1.753182,0.9885,5365,4,satellite
1483,306874,150.096909,1.753871,1.1221,6393,4,satellite
1485,307018,149.703693,1.753478,0.9001,4047,2,satellite
1487,307116,149.432464,1.75009,0.5915,1398,22,satellite
1488,307131,150.245139,1.753748,0.5565,1353,3,satellite
1490,307203,150.458618,1.755048,1.1297,6446,2,satellite
1491,307257,149.973642,1.753147,0.9432,4759,2,satellite
1493,307324,149.906255,1.754123,0.5326,1267,2,satellite
1494,307402,150.094621,1.753839,0.7414,2575,4,satellite
1498,307684,150.354995,1.755725,0.8419,3507,3,satellite
1499,307828,150.40109,1.754882,0.8454,3508,3,satellite
1502,308006,150.113286,1.75518,1.0993,6151,2,satellite
1505,308097,150.125685,1.753598,0.5384,1315,3,satellite
1506,308099,149.719078,1.752993,0.37,545,8,satellite
1507,308135,149.691614,1.753223,0.6305,1807,6,satellite
1508,308325,150.235768,1.755726,1.184,7030,3,satellite
1511,308505,150.151832,1.756649,1.188,7171,2,satellite
1512,308591,149.750527,1.755512,0.5683,1426,8,satellite
1515,308802,149.732911,1.754309,0.5891,1494,3,satellite
1518,308886,150.185443,1.754807,0.3511,362,62,satellite
1520,308905,149.525355,1.755618,0.5727,1363,18,satellite
1522,309019,150.246973,1.755925,0.9042,4232,12,satellite
1523,309020,150.431438,1.755373,0.3091,254,4,satellite
1525,309087,149.512073,1.759818,0.8003,3035,2,satellite
1530,309320,150.401538,1.757768,0.8945,3718,23,satellite
1535,309409,150.277397,1.757143,0.5,1101,37,satellite
1536,309435,150.013562,1.758143,1.0656,5922,2,satellite
1539,309524,150.180286,1.754984,0.34,362,62,satellite
1541,309638,150.191558,1.756675,0.3296,362,62,satellite
1545,309727,149.520981,1.756557,0.5614,1363,18,satellite
1547,309883,150.468333,1.758387,0.9102,4165,5,satellite
1552,310019,149.748163,1.756167,0.5719,1426,8,satellite
1553,310025,150.083577,1.757893,1.1196,6393,4,satellite
1555,310098,149.541114,1.755185,0.5698,1363,18,satellite
1556,310127,150.218011,1.758411,0.9145,4232,12,satellite
1558,310210,150.469093,1.758495,1.1955,7100,2,satellite
1559,310355,149.766675,1.755723,0.6605,2007,7,satellite
1561,310393,149.52399,1.757873,0.5649,1363,18,satellite
1564,310482,149.756662,1.757734,0.4423,844,6,satellite
1565,310540,150.397685,1.759344,0.93,4523,2,satellite
1567,310635,150.045597,1.756816,0.3733,576,2,satellite
1573,310900,149.521735,1.758511,1.1265,6445,3,satellite
1574,310952,149.883941,1.760332,0.1103,6,26,satellite
1579,311152,149.699343,1.75782,0.6525,1894,8,satellite
1580,311187,150.207638,1.758418,0.3307,362,62,satellite
1581,311189,150.071656,1.760066,1.1888,6967,3,satellite
1582,311205,149.445315,1.760047,1.132,6498,2,satellite
1583,311279,150.258639,1.760906,1.1775,7030,3,satellite
1584,311363,149.990107,1.760815,1.1154,6336,3,satellite
1585,311391,150.380517,1.760582,0.8902,3963,2,satellite
1586,311409,150.253787,1.760338,0.8196,3162,3,satellite
1587,311421,150.115261,1.759452,0.4094,621,16,satellite
1590,311667,150.24148,1.761256,0.9413,4232,12,satellite
1592,311912,149.518324,1.761998,0.5531,1363,18,satellite
1593,311958,149.996674,1.762124,1.1408,6555,8,satellite
1598,312080,150.072355,1.761509,0.9266,4458,2,satellite
1599,312185,149.777174,1.762177,0.7507,2744,2,satellite
1600,312343,150.008264,1.761951,0.5961,1568,2,satellite
1601,312388,150.227264,1.762802,1.1295,6338,2,satellite
1609,312842,150.063111,1.761011,1.1225,6295,2,satellite
1610,312843,149.527529,1.761345,0.6107,1703,3,satellite
1612,312897,149.749214,1.760902,0.6603,2007,7,satellite
1614,313002,149.696825,1.762709,0.6685,1894,8,satellite
1616,313040,149.976674,1.763306,0.5156,1180,3,satellite
1617,313051,150.181638,1.762151,0.3488,362,62,satellite
1619,313088,150.174518,1.762032,0.3404,362,62,satellite
1620,313099,150.051644,1.763955,0.925,4459,2,satellite
1622,313143,150.233077,1.763164,0.3305,362,62,satellite
1623,313159,149.636819,1.766127,0.6775,2131,6,satellite
1625,313263,150.264085,1.763192,0.6784,2103,3,satellite
1627,313321,150.181656,1.762742,0.3417,362,62,satellite
1638,313589,149.758231,1.762306,0.6583,2007,7,satellite
1640,313620,150.413637,1.762474,0.3559,447,3,satellite
1643,313659,150.271877,1.764428,0.5284,1101,37,satellite
1644,313712,149.565116,1.763725,0.588,1468,9,satellite
1646,313745,149.510948,1.764069,0.5652,1363,18,satellite
1648,313781,149.956572,1.762545,0.3857,448,13,satellite
1649,313833,149.920755,1.765977,1.1373,6554,2,satellite
1650,313902,150.268407,1.761638,0.5274,1101,37,satellite
1656,314239,149.644737,1.764561,0.6694,2131,6,satellite
1657,314300,149.521066,1.765138,0.578,1363,18,satellite
1658,314301,149.532597,1.766221,1.059,5789,2,satellite
1660,314353,149.53017,1.765048,0.86,3784,2,satellite
1663,314483,150.182492,1.765199,0.347,362,62,satellite
1664,314492,150.231704,1.764583,0.8157,3162,3,satellite
1665,314669,149.43286,1.766772,0.5825,1398,22,satellite
1666,314680,150.195849,1.765458,0.3416,362,62,satellite
1669,314807,150.252037,1.763143,0.3685,528,2,satellite
1676,315069,150.241799,1.763521,0.9275,4232,12,satellite
1677,315101,149.698322,1.764825,0.6678,1894,8,satellite
1679,315136,150.056768,1.765313,0.4209,621,16,satellite
1682,315228,149.462685,1.765843,0.5746,1454,3,satellite
1683,315266,149.597924,1.765858,0.583,1468,9,satellite
1686,315292,150.394167,1.767598,0.9141,4345,11,satellite
1689,315333,150.168848,1.765274,0.3304,362,62,satellite
1690,315339,149.511865,1.766999,1.128,6445,3,satellite
1692,315406,150.377805,1.767798,0.9227,4345,11,satellite
1693,315442,149.617214,1.766215,0.454,876,3,satellite
1697,315549,149.761704,1.767782,0.5752,1426,8,satellite
1702,315727,150.179642,1.764648,0.3886,634,2,satellite
1704,315785,149.706625,1.767693,0.9814,5233,2,satellite
1706,315888,149.991795,1.766867,0.3361,346,32,satellite
1707,315902,150.179612,1.767179,0.3528,362,62,satellite
1708,315943,150.456503,1.767267,0.5912,1516,4,satellite
1714,316108,150.124059,1.767922,0.9692,5108,2,satellite
1717,316236,150.276498,1.768985,0.6731,2103,3,satellite
1718,316277,149.575274,1.765447,0.5834,1468,9,satellite
1722,316425,149.93913,1.775719,0.3502,448,13,satellite
1723,316456,150.377536,1.769505,0.9145,4345,11,satellite
1727,316542,150.388185,1.769008,1.0682,5891,3,satellite
1729,316591,149.984581,1.769103,0.6774,2130,3,satellite
1730,316604,150.479375,1.769716,0.9093,4165,5,satellite
1731,316679,149.978028,1.769637,1.143,6555,8,satellite
1732,316708,149.729518,1.766545,0.3773,545,8,satellite
1733,316762,149.680442,1.76703,0.5832,1496,4,satellite
1734,316802,150.069621,1.770046,1.0447,5788,3,satellite
1736,316816,149.872684,1.770305,0.8788,3891,3,satellite
1738,316880,150.378798,1.769675,0.9266,4345,11,satellite
1743,317204,150.152937,1.767971,0.3305,362,62,satellite
1744,317224,149.419488,1.771135,0.535,1291,2,satellite
1745,317313,149.429122,1.766809,0.7871,2846,5,satellite
1747,317379,149.774563,1.769584,0.6592,2007,7,satellite
1748,317390,149.627084,1.767295,0.6782,2131,6,satellite
1751,317415,150.257396,1.769189,0.9226,4232,12,satellite
1752,317453,149.490286,1.770642,0.5277,1214,10,satellite
1753,317495,149.678167,1.770793,1.167,6750,2,satellite
1754,317498,149.69328,1.76775,0.6351,1807,6,satellite
1755,317582,149.752299,1.770304,0.6609,2007,7,satellite
1756,317583,150.12759,1.769414,0.3375,362,62,satellite
1758,317671,150.47113,1.771726,1.0022,5365,4,satellite
1761,317782,149.694457,1.768484,0.6692,1894,8,satellite
1762,317809,150.435858,1.77154,0.8975,3718,23,satellite
1764,317838,149.487837,1.770873,0.9895,5234,2,satellite
1765,317909,149.4887,1.769952,0.895,4004,2,satellite
1767,318028,150.083243,1.769976,1.1249,6393,4,satellite
1769,318066,150.188977,1.77051,0.3335,362,62,satellite
1773,318291,150.328618,1.772138,1.163,6749,3,satellite
1774,318313,150.272593,1.770512,0.6215,1757,2,satellite
1776,318384,150.403647,1.772932,0.9832,5168,4,satellite
1779,318495,149.431724,1.771,0.5787,1398,22,satellite
1782,318765,150.188974,1.772916,1.1049,6235,2,satellite
1783,318779,149.570051,1.771775,0.5347,1266,3,satellite
1784,318828,150.478604,1.772644,0.9611,4760,3,satellite
1789,319051,150.451049,1.770471,0.6602,2008,5,satellite
1791,319145,149.727976,1.773496,0.9185,4385,5,satellite
1793,319190,149.698146,1.771933,0.6538,1894,8,satellite
1796,319297,149.852536,1.772494,0.1262,6,26,satellite
1801,319600,149.763029,1.774312,1.1038,6236,2,satellite
1806,319830,150.242545,1.77426,0.9219,4232,12,satellite
1807,319868,150.340057,1.774753,0.9301,4525,2,satellite
1812,320060,150.159556,1.772317,0.354,362,62,satellite
1816,320139,150.066347,1.772114,0.27,209,2,satellite
1817,320191,149.928403,1.774304,0.3784,448,13,satellite
1819,320217,150.151024,1.773482,1.1508,6557,9,satellite
1821,320226,149.817228,1.772577,0.6621,2006,2,satellite
1827,320495,149.50837,1.774216,0.562,1363,18,satellite
1831,320547,149.956931,1.776409,0.6738,2104,4,satellite
1833,320611,150.475405,1.775048,0.8984,4165,5,satellite
1835,320710,149.985059,1.775127,0.5157,1180,3,satellite
1836,320733,149.95847,1.774952,0.715,2503,4,satellite
1837,320844,150.145828,1.774929,0.8595,3715,2,satellite
1838,320878,150.462068,1.772576,0.3047,254,4,satellite
1840,320954,150.025585,1.775968,0.8199,3225,2,satellite
1843,320994,149.990092,1.776422,1.1379,6555,8,satellite
1844,321133,149.774013,1.774854,0.5827,1426,8,satellite
1847,321190,150.462835,1.775495,0.9877,5365,4,satellite
1850,321306,149.498952,1.774953,0.5758,1363,18,satellite
1852,321436,150.143137,1.776505,1.1334,6556,2,satellite
1855,321499,149.709227,1.776928,0.9285,4385,5,satellite
1856,321500,150.251308,1.779813,0.5226,1101,37,satellite
1862,321816,150.177931,1.776912,0.9684,5027,2,satellite
1863,321857,150.391564,1.777338,1.0576,5891,3,satellite
1864,321878,149.582622,1.776754,0.7588,2802,3,satellite
1866,321908,150.273856,1.776474,0.8765,3935,2,satellite
1869,322139,149.828315,1.777552,0.7464,2669,2,satellite
1870,322169,149.412722,1.777668,0.9985,5440,3,satellite
1875,322386,149.786506,1.774897,0.5763,1426,8,satellite
1876,322404,149.781549,1.774805,0.209,75,2,satellite
1877,322441,149.87301,1.77841,0.89,3891,3,satellite
1880,322533,149.568346,1.777762,0.5925,1468,9,satellite
1881,322543,150.381731,1.776943,0.3112,275,6,satellite
1882,322573,150.138293,1.779,0.722,2502,2,satellite
1884,322613,150.06068,1.778511,1.058,5788,3,satellite
1886,322688,149.485064,1.777364,0.402,660,3,satellite
1887,322713,150.235476,1.778663,0.5268,1101,37,satellite
1892,322828,149.772081,1.776055,0.5906,1426,8,satellite
1895,322917,149.801678,1.779197,1.0618,5892,2,satellite
1896,322925,150.120368,1.776475,0.5263,1213,4,satellite
1898,323134,150.44157,1.780009,0.7953,2995,3,satellite
1903,323359,149.685812,1.778675,0.8897,4048,2,satellite
1906,323433,149.627143,1.779291,0.4558,876,3,satellite
1908,323608,150.371073,1.778506,0.3177,275,6,satellite
1916,323978,150.192397,1.781274,1.073,5953,2,satellite
1922,324247,150.22623,1.78068,0.7111,2466,2,satellite
1923,324299,150.159611,1.784956,1.0381,5765,3,satellite
1924,324302,150.428846,1.780688,0.51,1152,4,satellite
1927,324336,149.468651,1.780603,0.565,1382,11,satellite
1928,324361,149.98111,1.781811,1.1554,6555,8,satellite
1931,324578,150.432712,1.780562,0.7969,2995,3,satellite
1932,324619,150.43716,1.781656,0.6629,2008,5,satellite
